artists,track_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
The Dandy Warhols,We Used To Be Friends,0.712,0.665,6,-4.878,0.0266,7.18e-05,0.192,0.306,0.594,105.284,alt-rock
Elvis Costello & The Attractions,"Radio, Radio",0.595,0.869,4,-4.812,0.0767,0.138,2.78e-06,0.278,0.876,146.75,alt-rock
Good Charlotte,The Anthem,0.494,0.939,1,-3.127,0.126,0.00666,0.0,0.139,0.893,177.751,alt-rock
Band of Horses,No One's Gonna Love You (Stockholm Version),0.599,0.198,1,-8.557,0.0581,0.953,0.000127,0.0994,0.214,141.987,alt-rock
KISS,Lick It Up,0.681,0.773,2,-6.051,0.058,0.181,1.84e-05,0.311,0.547,120.276,alt-rock
Supertramp,Fool's Overture,0.406,0.306,3,-10.482,0.0372,0.313,0.0079,0.0727,0.073,135.272,alt-rock
Candlebox,You,0.329,0.861,11,-5.855,0.147,0.00789,2.88e-06,0.0844,0.599,195.303,alt-rock
My Bloody Valentine,Soon,0.425,0.839,6,-12.391,0.0385,6.64e-06,0.816,0.433,0.705,109.575,alt-rock
Nine Inch Nails,Down In It,0.64,0.713,4,-11.85,0.113,0.000324,0.593,0.139,0.454,104.038,alt-rock
Fleetwood Mac,Oh Well (Pt. 1) - 2013 Remaster,0.471,0.594,0,-10.463,0.141,0.201,0.0949,0.145,0.215,103.431,alt-rock
Aerosmith,Legendary Child,0.43,0.933,9,-3.672,0.0519,0.00017,3.3e-05,0.259,0.345,110.18,alt-rock
AC/DC,Big Balls,0.62,0.634,9,-6.324,0.198,0.432,0.0,0.604,0.415,107.066,alt-rock
UB40,Red Red Wine,0.857,0.468,1,-8.53,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,alt-rock
Night Ranger,Sister Christian,0.448,0.35,5,-16.239,0.0393,0.147,2.27e-06,0.0842,0.234,177.279,alt-rock
System Of A Down,Sugar,0.451,0.889,1,-2.693,0.261,0.00167,0.00215,0.258,0.586,131.073,alt-rock
Papa Roach,Broken Home,0.577,0.915,6,-5.034,0.0513,0.00175,0.000585,0.0914,0.476,94.561,alt-rock
The Kinks,Victoria - Mono Mix,0.48,0.851,7,-3.931,0.0337,0.0772,0.00787,0.0772,0.768,141.82,alt-rock
The Beatles,She's Leaving Home - Remastered 2009,0.381,0.214,4,-11.629,0.0337,0.944,0.0,0.106,0.393,127.581,alt-rock
Foo Fighters,Bridge Burning,0.42,0.914,6,-4.322,0.043,2.86e-05,0.0282,0.22,0.301,170.199,alt-rock
311,Don't Stay Home,0.644,0.825,6,-7.547,0.0469,0.00954,0.0,0.0772,0.958,109.003,alt-rock
Tom Petty and the Heartbreakers,Even The Losers,0.47,0.703,2,-8.223,0.0298,0.0107,0.00169,0.375,0.714,131.336,alt-rock
Faith No More,Easy,0.506,0.554,10,-6.743,0.0339,0.339,0.000355,0.112,0.375,124.724,alt-rock
Carpenters,We've Only Just Begun,0.373,0.287,9,-13.461,0.0306,0.749,9.41e-06,0.102,0.317,86.467,alt-rock
Led Zeppelin,Achilles Last Stand - Remaster,0.329,0.867,2,-8.789,0.0506,0.0211,0.00856,0.134,0.315,145.81,alt-rock
Pearl Jam,Immortality - Remastered,0.633,0.543,2,-9.142,0.0296,0.0798,0.00671,0.0964,0.118,129.089,alt-rock
Roxette,"It Must Have Been Love - From the Film ""Pretty Woman""",0.52,0.652,5,-6.655,0.0274,0.34,5.49e-05,0.256,0.722,80.609,alt-rock
Baby Land,Y.m.c.a - Village People,0.629,0.868,6,-4.218,0.0412,0.0439,0.0,0.125,0.714,124.908,alt-rock
The Animals,It's My Life,0.551,0.704,1,-4.798,0.0344,0.000403,0.000104,0.0993,0.677,122.85,alt-rock
No Doubt,Ex-Girlfriend,0.543,0.896,4,-4.101,0.0892,0.013,0.00173,0.199,0.647,173.135,alt-rock
Stevie Ray Vaughan,Cold Shot,0.427,0.553,6,-11.434,0.0405,0.344,0.000956,0.227,0.674,109.629,alt-rock
Suede,Animal Nitrate,0.243,0.907,6,-4.842,0.0468,0.538,0.0,0.0754,0.274,101.124,alt-rock
Eagles,I Can't Tell You Why - 2013 Remaster,0.707,0.346,11,-12.397,0.0251,0.69,0.145,0.1,0.49,85.094,alt-rock
Fastball,The Way,0.646,0.882,6,-5.648,0.0346,0.143,9.67e-06,0.335,0.908,120.837,alt-rock
Three Dog Night,Joy To The World,0.649,0.679,2,-12.515,0.0316,0.464,0.00121,0.339,0.971,126.867,alt-rock
Led Zeppelin,Custard Pie - 1990 Remaster,0.476,0.666,9,-9.309,0.0346,0.297,0.103,0.0316,0.855,182.107,alt-rock
Republica,Ready to Go,0.559,0.952,7,-4.68,0.0544,0.000242,0.192,0.204,0.243,130.047,alt-rock
Rise Against,Swing Life Away,0.487,0.427,6,-6.949,0.0405,0.545,0.0,0.0909,0.803,185.117,alt-rock
My Chemical Romance,I'm Not Okay (I Promise),0.21,0.94,9,-3.427,0.123,0.00602,0.0,0.269,0.255,179.722,alt-rock
Sunfly Karaoke,Out In The Fields In the Style of Gary Moore & Phil Lynott,0.53,0.794,7,-3.138,0.0299,1.17e-05,0.178,0.328,0.239,89.985,alt-rock
America,Sister Golden Hair,0.441,0.547,4,-12.222,0.0337,0.13,0.000143,0.109,0.716,134.753,alt-rock
blink-182,Man Overboard,0.218,0.921,7,-4.414,0.0602,0.00133,7.66e-06,0.0777,0.612,196.291,alt-rock
The Flys,Got You (Where I Want You),0.427,0.644,8,-6.659,0.0294,0.00051,0.121,0.139,0.516,151.313,alt-rock
The Tragically Hip,Blow At High Dough,0.695,0.762,4,-5.515,0.0342,0.0022,0.0449,0.11,0.313,121.566,alt-rock
U2,Sweetest Thing,0.524,0.641,0,-8.967,0.0497,0.0437,2.78e-05,0.159,0.482,141.65,alt-rock
Aerosmith,The Other Side,0.554,0.939,2,-6.451,0.0363,0.00901,0.0197,0.44,0.826,126.86,alt-rock
AC/DC,Have a Drink on Me,0.421,0.889,2,-5.166,0.0545,0.00167,0.00838,0.654,0.424,122.424,alt-rock
Sum 41,Still Waiting,0.431,0.95,7,-4.918,0.26,0.00105,3.63e-05,0.272,0.56,191.936,alt-rock
Rival Sons,Pressure and Time,0.406,0.919,0,-4.675,0.103,0.000933,9.92e-05,0.0726,0.601,93.274,alt-rock
Jimi Hendrix,"Dolly Dagger - Live In Maui, 1970",0.524,0.856,10,-11.307,0.0635,0.237,0.93,0.369,0.621,117.631,alt-rock
The Beatles,Sun King - Remastered 2009,0.483,0.177,2,-17.629,0.0277,0.284,0.499,0.116,0.192,74.994,alt-rock
Everclear,Wonderful,0.514,0.817,7,-6.489,0.05,0.0118,8.25e-06,0.346,0.734,186.765,alt-rock
Sweet,Love Is Like Oxygen,0.567,0.455,9,-9.896,0.0479,0.242,2.79e-06,0.118,0.58,123.416,alt-rock
Black Sabbath,Sabbath Bloody Sabbath,0.361,0.631,1,-9.215,0.0356,0.404,9.9e-05,0.0685,0.541,137.757,alt-rock
Queen,Radio Ga Ga - Live Aid,0.406,0.934,5,-6.668,0.0845,0.0138,0.0,0.955,0.395,118.823,alt-rock
Soul Asylum,Somebody to Shove,0.434,0.909,7,-6.381,0.0886,0.00336,0.0,0.324,0.356,162.235,alt-rock
KC & The Sunshine Band,That's the Way (I Like It) - 2004 Remaster,0.68,0.877,5,-10.241,0.0353,0.191,0.000656,0.349,0.922,108.674,alt-rock
Sixx:A.M.,This Is Gonna Hurt,0.557,0.979,9,-4.69,0.113,0.0008,0.06,0.0283,0.229,136.011,alt-rock
Mott The Hoople,Roll Away the Stone,0.556,0.901,1,-7.627,0.0533,0.0331,0.0,0.728,0.701,124.652,alt-rock
Pixies,Gigantic,0.385,0.707,7,-11.825,0.0401,0.00225,0.418,0.0763,0.786,115.174,alt-rock
Lisa Loeb & Nine Stories,Stay,0.676,0.592,1,-6.887,0.0452,0.454,0.0,0.107,0.337,80.316,alt-rock
The Bravery,An Honest Mistake,0.46,0.889,2,-4.281,0.0294,3.21e-06,0.645,0.121,0.639,140.038,alt-rock
Traffic,Glad,0.428,0.531,9,-14.309,0.0301,0.405,0.454,0.0841,0.629,134.785,alt-rock
The Shins,Phantom Limb,0.515,0.847,9,-4.841,0.0374,0.000475,0.0,0.0944,0.482,119.852,alt-rock
Dio,Rainbow In The Dark,0.508,0.912,9,-8.049,0.0368,7.06e-05,0.403,0.0492,0.682,117.582,alt-rock
AC/DC,Girls Got Rhythm,0.512,0.979,4,-4.267,0.156,0.0513,0.00102,0.358,0.535,137.794,alt-rock
M.I.A.,Paper Planes,0.447,0.848,2,-6.175,0.222,0.033,7.45e-05,0.722,0.485,172.247,alt-rock
Bryan Adams,Kids Wanna Rock,0.414,0.921,9,-5.104,0.0645,0.0125,3.3e-05,0.644,0.558,162.198,alt-rock
Kings of Leon,On Call,0.307,0.791,7,-5.408,0.119,0.0285,0.000804,0.395,0.141,193.356,alt-rock
Meat Loaf,You Took The Words Right Out Of My Mouth (Hot Summer Nights) - Live,0.461,0.486,7,-7.181,0.0818,0.827,6.71e-06,0.936,0.585,120.741,alt-rock
The Clash,Straight to Hell - Remastered,0.802,0.595,7,-11.662,0.0607,0.0466,1.14e-05,0.0695,0.708,90.273,alt-rock
Bon Jovi,Have A Nice Day,0.5,0.899,4,-4.066,0.0736,4.84e-05,0.000198,0.0794,0.566,130.06,alt-rock
R.E.M.,The Great Beyond,0.329,0.747,10,-6.411,0.0297,0.125,2.08e-06,0.197,0.177,109.702,alt-rock
Pulp,Babies,0.302,0.854,2,-6.619,0.0757,0.102,1.45e-06,0.0835,0.589,156.278,alt-rock
The All-American Rejects,Dirty Little Secret,0.469,0.955,10,-4.253,0.0432,0.000343,1.35e-06,0.548,0.462,143.853,alt-rock
The Georgia Satellites,Keep Your Hands to Yourself,0.57,0.882,2,-6.044,0.0524,0.00259,0.000178,0.0875,0.844,114.88,alt-rock
Frankie Goes To Hollywood,Two Tribes,0.54,0.621,7,-13.165,0.0369,0.00292,0.00287,0.367,0.195,130.202,alt-rock
Iggy Pop,The Passenger,0.498,0.889,0,-5.413,0.0546,0.0947,1.62e-06,0.733,0.696,134.88,alt-rock
Radiohead,Bodysnatchers,0.343,0.977,2,-4.993,0.0579,0.00455,0.0197,0.0948,0.727,166.664,alt-rock
The Cars,Shake It Up,0.692,0.74,0,-7.466,0.0329,0.0723,8.83e-05,0.136,0.864,147.274,alt-rock
Staind,Believe,0.537,0.736,10,-4.721,0.0284,0.000659,0.00281,0.15,0.227,113.933,alt-rock
Marilyn Manson,Personal Jesus,0.577,0.939,4,-5.282,0.119,0.000217,0.00338,0.565,0.302,130.122,alt-rock
Dr. Hook,"The Cover of ""Rolling Stone""",0.614,0.56,9,-8.168,0.0699,0.201,0.0,0.214,0.826,142.332,alt-rock
Electric Light Orchestra,Roll Over Beethoven,0.337,0.823,4,-9.996,0.298,0.371,0.484,0.0872,0.59,172.498,alt-rock
Incubus,Warning,0.504,0.522,4,-8.297,0.0259,0.00143,0.000236,0.0958,0.222,81.047,alt-rock
R.E.M.,Fall On Me - 2011 Remaster,0.432,0.852,0,-4.865,0.0473,0.0711,0.000391,0.155,0.596,118.256,alt-rock
Blacklistt,From the Blind Spot,0.447,0.876,3,-5.763,0.0482,0.000817,1.5e-06,0.257,0.198,103.056,alt-rock
Airbourne,What's Eatin' You,0.69,0.782,9,-4.437,0.059,0.000861,0.00053,0.285,0.764,101.016,alt-rock
Eagles,The Best of My Love - 2013 Remaster,0.559,0.393,0,-11.095,0.0237,0.717,0.0,0.0532,0.669,90.105,alt-rock
Bobbie Gentry,Ode To Billie Joe,0.637,0.189,7,-10.726,0.0471,0.721,0.0,0.0939,0.695,120.142,alt-rock
A Perfect Circle,3 Libras,0.518,0.744,9,-8.248,0.0374,0.00383,0.007,0.078,0.211,144.019,alt-rock
Elton John,Freaks In Love,0.592,0.398,10,-9.204,0.0327,0.732,0.0,0.0988,0.465,151.872,alt-rock
311,Come Original,0.654,0.976,11,-5.632,0.0594,0.0105,8.02e-06,0.124,0.78,93.894,alt-rock
Jimi Hendrix,Manic Depression,0.357,0.969,1,-4.99,0.124,0.0134,0.0677,0.141,0.704,149.741,alt-rock
Jimi Hendrix,Castles Made of Sand,0.461,0.714,11,-9.159,0.313,0.504,0.0171,0.684,0.454,94.372,alt-rock
Thirty Seconds To Mars,The Kill,0.179,0.912,4,-3.881,0.0791,0.0014,0.000294,0.582,0.289,182.99,alt-rock
Rancid,Fall Back Down,0.525,0.989,4,-1.438,0.0527,0.00244,0.0,0.123,0.504,104.069,alt-rock
The Cure,Fascination Street - Remastered,0.506,0.909,0,-5.746,0.08,0.00145,0.457,0.17,0.499,100.101,alt-rock
Coldplay,Talk,0.415,0.554,7,-10.839,0.0334,0.00541,0.00202,0.155,0.163,120.318,alt-rock
The Beatles,I Want You (She's So Heavy) - Remastered 2009,0.37,0.515,2,-9.487,0.0321,0.0233,0.205,0.0966,0.42,115.732,alt-rock
The Beatles,When I'm Sixty Four - Remastered 2009,0.704,0.241,1,-13.258,0.0476,0.625,2.8e-05,0.0868,0.661,140.411,alt-rock
Various Artists,Drift Away,0.508,0.46,11,-7.662,0.0404,0.325,0.0,0.648,0.565,75.836,alt-rock
The Shins,Spilt Needles,0.568,0.778,5,-5.72,0.03,0.00378,0.00163,0.376,0.55,122.987,alt-rock
ZZ Top,I Thank You,0.8,0.63,7,-8.639,0.0445,0.465,0.0,0.105,0.767,110.55,alt-rock
The Datsuns,Harmonic Generator,0.67,0.913,1,-3.758,0.104,0.0772,0.0,0.716,0.702,128.456,alt-rock
Everclear,Everything To Everyone,0.646,0.945,0,-5.689,0.0473,0.0919,1.53e-05,0.0599,0.796,100.027,alt-rock
Hello Sailor,Gutter Black,0.592,0.758,2,-9.39,0.11,0.0244,0.0003,0.0991,0.643,142.747,alt-rock
Pink Floyd,Echoes,0.285,0.322,6,-16.58,0.044,0.366,0.651,0.107,0.142,134.042,alt-rock
Dave Matthews Band,Too Much,0.579,0.935,11,-5.552,0.0447,0.00856,0.00434,0.0769,0.75,114.753,alt-rock
Various Artists,When The War Is Over - Live,0.356,0.69,9,-4.793,0.0312,0.14,2.47e-05,0.727,0.272,80.476,alt-rock
Jack Johnson,Flake,0.754,0.656,5,-10.795,0.0396,0.684,0.0513,0.185,0.964,97.688,alt-rock
She Wants Revenge,Tear You Apart,0.583,0.729,1,-6.645,0.0341,0.000522,1.47e-05,0.487,0.539,152.996,alt-rock
The Left Banke,Walk Away Renee,0.405,0.563,9,-7.313,0.033,0.735,0.0,0.198,0.592,117.777,alt-rock
Silverchair,Pure Massacre,0.226,0.823,2,-5.425,0.0421,0.000132,6.41e-05,0.0891,0.406,183.809,alt-rock
Stone Sour,Bother,0.272,0.281,1,-7.634,0.0287,0.388,2.29e-05,0.158,0.141,89.914,alt-rock
AC/DC,Big Gun,0.569,0.901,9,-5.197,0.0544,0.00555,0.26,0.16,0.839,133.194,alt-rock
Mötley Crüe,Same Ol' Situation (S.O.S.),0.497,0.98,2,-4.406,0.13,0.041,2.33e-05,0.28,0.237,139.673,alt-rock
Bad Religion,Infected,0.49,0.845,9,-8.746,0.0344,0.00714,1.03e-05,0.0937,0.655,121.575,alt-rock
Bob Dylan,It Ain't Me Babe,0.572,0.302,7,-8.573,0.0286,0.743,0.0,0.125,0.389,105.54,alt-rock
Bob Seger,The Fire Down Below,0.715,0.843,0,-2.83,0.0278,0.391,0.0,0.103,0.512,111.848,alt-rock
Wilco,Impossible Germany,0.553,0.727,4,-6.395,0.0254,0.584,0.138,0.113,0.507,104.95,alt-rock
American Hi-Fi,Flavor Of The Weak,0.39,0.967,10,-1.946,0.0644,0.000758,1.74e-05,0.302,0.488,151.944,alt-rock
Cracker,Teen Angst (What The World Needs Now),0.398,0.947,7,-8.738,0.0479,0.00315,1.81e-06,0.295,0.563,157.032,alt-rock
Stone Sour,Say You'll Haunt Me,0.559,0.868,11,-4.738,0.0475,1.2e-05,0.00394,0.0418,0.684,140.021,alt-rock
Helmet,Unsung,0.311,0.814,9,-9.272,0.0545,6.74e-05,0.00534,0.198,0.731,160.303,alt-rock
Aretha Franklin,Son of a Preacher Man,0.474,0.473,2,-11.454,0.0601,0.545,1.25e-06,0.0356,0.561,77.583,alt-rock
Led Zeppelin,Living Loving Maid (She's Just a Woman) - Remaster,0.475,0.808,9,-8.859,0.037,0.000942,7.97e-06,0.146,0.896,152.098,alt-rock
Pantera,Mouth for War,0.329,0.954,8,-7.006,0.0722,4.2e-06,0.000614,0.051,0.627,156.899,alt-rock
Faith No More,Ashes to Ashes - 2016 Remaster,0.572,0.81,0,-7.407,0.0274,8.52e-05,0.000138,0.0998,0.313,98.459,alt-rock
The Band,Stage Fright - Remastered 2000,0.602,0.634,0,-8.954,0.0336,0.284,0.000301,0.105,0.641,113.544,alt-rock
Status Quo,Whatever You Want,0.56,0.705,2,-6.761,0.0498,0.772,0.00259,0.264,0.501,122.456,alt-rock
James Brown,The Payback,0.868,0.644,6,-10.987,0.194,0.159,0.00018,0.901,0.785,97.933,alt-rock
AC/DC,Heatseeker,0.372,0.873,8,-5.049,0.0426,0.00225,0.137,0.0638,0.481,159.991,alt-rock
The Ataris,The Boys of Summer,0.251,0.954,6,-2.879,0.0691,0.000674,0.000132,0.0975,0.264,191.059,alt-rock
Five Finger Death Punch,"Blue On Black (feat. Kenny Wayne Shepherd, Brantley Gilbert & Brian May)",0.45,0.872,7,-4.91,0.0353,0.0018,1.61e-05,0.0833,0.396,156.059,alt-rock
The Offspring,Days Go By,0.402,0.976,9,-1.823,0.0712,0.0029,0.0,0.116,0.318,150.061,alt-rock
Bad Company,Seagull - 2015 Remaster,0.368,0.395,7,-14.067,0.0296,0.458,3.66e-05,0.14,0.466,101.564,alt-rock
Heart,Alone,0.418,0.452,1,-13.099,0.0356,0.638,0.00026,0.0959,0.168,175.088,alt-rock
Skid Row,Youth Gone Wild,0.536,0.72,7,-11.277,0.0436,0.00202,0.000127,0.357,0.633,117.367,alt-rock
Eric Clapton,The Core,0.565,0.542,9,-10.506,0.0315,0.53,0.00129,0.0694,0.794,103.966,alt-rock
Pat Travers,Boom Boom (Out Go The Lights) - Live,0.287,0.929,9,-8.86,0.0828,0.0023,0.00383,0.968,0.524,172.84,alt-rock
Blues Traveler,Run-Around,0.591,0.907,7,-5.648,0.0837,0.0675,0.0,0.0903,0.817,151.961,alt-rock
Eagles,Witchy Woman - 2013 Remaster,0.555,0.568,2,-12.205,0.0341,0.364,0.00167,0.116,0.583,98.507,alt-rock
David Gilmour,There's No Way Out of Here,0.489,0.443,2,-12.499,0.0276,0.021,0.00337,0.333,0.471,130.887,alt-rock
Ike & Tina Turner,Proud Mary,0.611,0.396,2,-13.741,0.178,0.495,1.4e-06,0.065,0.754,99.71,alt-rock
"Earth, Wind & Fire",September,0.694,0.831,9,-7.288,0.0301,0.165,0.000892,0.25,0.98,125.901,alt-rock
Uriah Heep,Easy Livin',0.261,0.836,9,-7.243,0.0963,8e-06,0.343,0.279,0.462,160.567,alt-rock
Pearl Jam,Amongst The Waves,0.558,0.747,9,-6.07,0.0319,0.00371,0.0,0.142,0.558,127.102,alt-rock
10 Years,Wasteland,0.404,0.797,6,-5.047,0.0763,0.000344,0.000352,0.0824,0.361,146.58,alt-rock
Foo Fighters,Resolve,0.405,0.806,2,-4.521,0.0324,7.52e-06,0.0461,0.259,0.364,110.356,alt-rock
Chicago,I'm a Man - 2002 Remaster,0.55,0.947,8,-6.983,0.0735,0.000596,0.0177,0.0999,0.61,127.609,alt-rock
Travis,Why Does It Always Rain On Me?,0.497,0.537,4,-9.264,0.0269,0.079,0.000139,0.0782,0.371,108.448,alt-rock
Skunk Anansie,Weak,0.53,0.84,0,-3.272,0.0344,0.00365,2.24e-06,0.114,0.486,94.43,alt-rock
INXS,Suicide Blonde,0.612,0.962,4,-5.36,0.0897,0.00228,0.00896,0.123,0.694,119.962,alt-rock
Big Brother & The Holding Company,Summertime,0.295,0.296,5,-13.94,0.0291,0.0936,0.000213,0.128,0.384,180.756,alt-rock
Simple Minds,Waterfront - 2002 Mix,0.541,0.789,2,-6.419,0.0321,0.000393,0.0489,0.166,0.48,120.117,alt-rock
Stone Temple Pilots,Sour Girl,0.394,0.663,0,-6.619,0.0295,0.0769,0.00644,0.239,0.737,207.575,alt-rock
Third Eye Blind,How's It Going to Be,0.562,0.593,5,-9.362,0.0263,0.00327,0.00139,0.0967,0.574,80.289,alt-rock
The Byrds,So You Want to Be a Rock 'N' Roll Star,0.37,0.683,2,-8.163,0.0387,0.0036,6.32e-06,0.451,0.728,154.044,alt-rock
Faith No More,Evidence - 2016 Remaster,0.678,0.801,9,-6.367,0.031,0.046,0.00718,0.0765,0.627,98.008,alt-rock
Rage Against The Machine,People of the Sun,0.53,0.871,7,-6.361,0.302,0.00407,0.0207,0.272,0.706,93.046,alt-rock
Billy Idol,Shock To The System,0.548,0.949,9,-5.082,0.065,0.000752,0.00016,0.355,0.686,84.588,alt-rock
Metallica,Don't Tread On Me,0.677,0.835,4,-7.627,0.0411,0.00546,0.00538,0.297,0.689,108.003,alt-rock
Rare Earth,(I Know) I'm Losing You - Single Version,0.463,0.553,6,-14.648,0.0465,0.573,3.66e-05,0.315,0.715,100.608,alt-rock
Van Halen,Everybody Wants Some!! - 2015 Remaster,0.528,0.769,8,-8.413,0.0469,0.0506,0.029,0.111,0.48,144.84,alt-rock
Molly Hatchet,Flirtin' with Disaster,0.273,0.821,9,-6.262,0.0433,0.00153,0.0157,0.18,0.739,179.882,alt-rock
Foo Fighters,Generator,0.468,0.924,9,-3.937,0.041,0.00112,0.0149,0.337,0.593,152.694,alt-rock
Moby,South Side,0.623,0.714,4,-6.996,0.0442,0.0358,0.0209,0.101,0.39,97.13,alt-rock
Barenaked Ladies,The Old Apartment,0.467,0.664,10,-10.189,0.0479,0.0448,0.0,0.365,0.642,159.858,alt-rock
Redlight King,Bullet In My Hand,0.39,0.865,5,-3.985,0.0366,0.00815,4.47e-05,0.0802,0.379,168.108,alt-rock
The Airborne Toxic Event,Sometime Around Midnight,0.472,0.836,8,-5.167,0.0483,0.00229,0.00351,0.126,0.148,126.009,alt-rock
KISS,Sure Know Something,0.707,0.732,4,-6.292,0.0303,0.277,0.0,0.13,0.928,115.338,alt-rock
Crowded House,Better Be Home Soon,0.437,0.373,0,-14.846,0.028,0.261,1.2e-06,0.0984,0.355,93.519,alt-rock
Santana,Soul Sacrifice,0.494,0.706,7,-14.34,0.0485,0.522,0.894,0.154,0.486,135.752,alt-rock
The Shins,Sea Legs,0.654,0.773,2,-6.119,0.0439,0.00671,0.00486,0.0461,0.881,160.063,alt-rock
Kool & The Gang,Celebration,0.829,0.839,1,-5.251,0.0443,0.0993,0.0201,0.0491,0.96,121.589,alt-rock
Beastie Boys,She's Crafty,0.811,0.851,6,-7.174,0.17,0.0135,8.13e-06,0.0731,0.699,96.761,alt-rock
I Am Giant,Living the Crash - Bonus Track,0.576,0.713,0,-8.072,0.0326,0.00235,0.132,0.118,0.52,145.949,alt-rock
Lit,Miserable,0.424,0.706,9,-3.548,0.0404,0.00384,0.0,0.395,0.294,82.081,alt-rock
Lou Reed,Dirty Blvd.,0.711,0.412,2,-13.873,0.0659,0.308,0.00126,0.0882,0.849,123.35,alt-rock
Guns N' Roses,Estranged,0.359,0.762,11,-8.323,0.032,0.0105,0.281,0.368,0.167,89.259,alt-rock
Metallica,"Die, Die My Darling",0.449,0.975,10,-2.789,0.0582,0.00045,0.0,0.14,0.785,178.069,alt-rock
Gerry Rafferty,Baker Street,0.497,0.349,7,-14.0,0.0297,0.0929,0.028,0.259,0.421,113.762,alt-rock
The Goo Goo Dolls,Slide,0.395,0.843,8,-4.476,0.0374,0.00483,0.0,0.0404,0.481,112.423,alt-rock
Electric Light Orchestra,Livin' Thing,0.549,0.651,0,-7.097,0.0323,0.583,0.0,0.121,0.368,122.818,alt-rock
The Beatles,All My Loving - Remastered 2009,0.416,0.563,1,-8.724,0.0298,0.207,0.0,0.343,0.9,77.56,alt-rock
Steely Dan,Josie,0.744,0.399,2,-11.141,0.0406,0.257,0.000251,0.057,0.597,121.827,alt-rock
The Guess Who,Hand Me Down World,0.674,0.456,0,-13.051,0.0295,0.0459,9.12e-05,0.147,0.858,101.017,alt-rock
Weezer,Troublemaker,0.652,0.739,8,-7.927,0.0314,0.0167,0.0,0.146,0.82,131.483,alt-rock
3 Doors Down,Be Like That,0.487,0.702,7,-6.043,0.0238,0.00528,4.97e-06,0.129,0.306,95.982,alt-rock
The Beatles,Rain - Remastered 2009,0.234,0.693,0,-8.277,0.0408,2.82e-05,0.899,0.442,0.541,106.933,alt-rock
Joan Jett & The Blackhearts,Crimson & Clover - Live,0.0826,0.642,0,-7.463,0.077,0.0641,0.000273,0.974,0.375,171.208,alt-rock
Triumph,Lay It on the Line,0.228,0.872,9,-5.479,0.0648,0.00672,0.0,0.242,0.278,91.724,alt-rock
Thirty Seconds To Mars,This Is War,0.402,0.723,6,-5.26,0.0579,0.0663,2e-06,0.233,0.224,160.047,alt-rock
Foo Fighters,I Should Have Known,0.229,0.621,7,-5.128,0.0393,0.000181,4.37e-05,0.239,0.172,117.994,alt-rock
Korn,Falling Away from Me,0.468,0.769,4,-7.036,0.041,0.00014,0.00124,0.271,0.17,104.102,alt-rock
Tears For Fears,Mad World,0.647,0.896,4,-5.949,0.0509,0.0709,0.0505,0.0614,0.953,118.729,alt-rock
Jet,She's A Genius,0.498,0.943,9,-2.394,0.137,0.0218,7.69e-06,0.112,0.569,152.216,alt-rock
Talking Heads,And She Was,0.763,0.629,9,-9.947,0.0322,0.013,0.0585,0.0756,0.973,126.477,alt-rock
The Karaoke Channel,Ah! Leah!,0.667,0.465,11,-14.541,0.0241,0.0222,0.000141,0.114,0.809,105.028,alt-rock
Queen,Don't Stop Me Now - Remastered 2011,0.563,0.865,5,-5.277,0.16,0.0472,0.000191,0.77,0.601,156.271,alt-rock
Guano Apes,Lords of the Boards,0.657,0.874,11,-7.542,0.0419,0.0122,0.00377,0.367,0.631,104.186,alt-rock
Guns N' Roses,Used To Love Her - Live In Japan / 1988,0.45,0.954,1,-4.018,0.144,0.00676,0.00156,0.979,0.389,130.417,alt-rock
Midnight Oil,Forgotten Years - 2011 Remaster,0.497,0.964,11,-2.653,0.0703,0.0149,2.07e-06,0.119,0.558,152.178,alt-rock
Electric Light Orchestra,Mr. Blue Sky,0.388,0.338,10,-10.054,0.0328,0.652,3.72e-06,0.248,0.477,177.784,alt-rock
Ramones,Rock 'n' Roll High School - 2002 Remaster,0.499,0.87,0,-4.431,0.126,0.0183,0.0,0.0512,0.893,188.853,alt-rock
Max Webster,Let Go The Line,0.662,0.418,0,-11.215,0.0334,0.0204,0.00823,0.0999,0.478,106.732,alt-rock
Black Sabbath,Fairies Wear Boots,0.497,0.625,5,-11.38,0.0376,0.00114,0.0421,0.253,0.727,136.126,alt-rock
Steely Dan,Hey Nineteen,0.952,0.301,2,-13.936,0.0612,0.0126,0.000931,0.0387,0.728,119.629,alt-rock
Jackson Browne,The Pretender,0.62,0.529,7,-7.976,0.0306,0.158,0.0,0.228,0.63,103.18,alt-rock
Asia,Heat Of The Moment,0.323,0.839,1,-7.35,0.0503,0.315,0.000313,0.348,0.543,136.232,alt-rock
Max Webster,Paradise Skies,0.606,0.659,5,-7.373,0.0312,0.0069,0.00751,0.526,0.749,126.215,alt-rock
Belle & Sebastian,The Boy With the Arab Strap,0.577,0.828,7,-9.805,0.0556,0.358,0.013,0.0683,0.706,142.365,alt-rock
Badfinger,Baby Blue - Remastered 2010,0.623,0.877,11,-7.788,0.066,0.0186,0.0144,0.0729,0.517,124.432,alt-rock
